	sales_name	gstin	26as_name	tan
2676	steel wire india	27AAYFS1409D1Z1	steel wire india	MUMM20165F
2677	stella indusstries limited	06AAACS3243C1ZX	stella indusstries limited	RTKS03909D
2678	sterimed medical devces pvt ltd	06AAHCS1858G1Z9	sterimed medical devices pvt ltd	DELS18932E
2679	sterimed medical devices pvt ltd	06AAHCS1858G1Z9	sterimed medical devices pvt ltd	DELS18932E
2680	sterimed surgical india pvt ltd	06AABCS1818A1ZZ	sterimed surgicals india pvt ltd	DELS12194A
2681	sterling grocerines private limited	09AAICS2426H1ZA	sterling groceries private limited	DELS28891C
2682	sterling publishers private limited	09AAACS0306C1Z1	sterling publishers private limited	DELS20426A
2683	sterling tools limited	29AAACS0140G1ZR	sterling tools limited	DELS19253D
2684	storia foods beverages private limited	23ABBCS6087Q1ZP	storia foods beverages private limited	MUMS98541C
2685	stork rubber products p ltd	06AABCS3392M1Z1	stork rubber products pvt ltd	DELS21295B
2686	stork rubber products pvt ltd	05AABCS3392M1Z3	stork rubber products pvt ltd	DELS21295B
2687	stork rubber products pvt ltd	06AABCS3392M1Z1	stork rubber products pvt ltd	DELS21295B
2688	stovec industries ltd	24AABCS7223D1ZS	stovec industries ltd	AHMS01092A
2689	stp limited	33AAECS6339M1Z0	stp limited	CHES21264F
2690	st stone medical devices private limited	07AASCS4613A1ZH	st stone medical devices private limited	DELS64623G
2691	stumpp schuele somappa springs private limited	24AALCS7347E1Z7	stumpp schuele somappa springs private limited	BLRS28339D
2692	stun beauty private limited	07ABDCS9303F1ZF	stun beauty private limited	DELS83778C
2693	style x enterprises	03ADVFS2553E1ZZ	stylex enterprises	JLDS12955F
2694	sudarshan pharma industries limited	27AAMCS2601L1Z6	sudarshan pharma industries limited	MUMS60902C
2695	sudha syntex pvt ltd	27AAGCS1605Q1Z0	sudha syntex pvt ltd	MUMS33461B
2696	sujan industries	06AAAFS7630J1Z5	sujan industries	MUMS05572A
2697	sujan industries	27AAAFS7630J1Z1	sujan industries	MUMS05572A
2698	sukrut electric co pvtltd	27AACCS5940E1ZF	sukrut electric copvtltd	PNES02847F
2699	sumangal forging pvt ltd	24AADCS0020N1ZO	sumangal forging pvt ltd	RKTS00269D
2700	sumax engineering private limited	06AAECS5500N1ZA	sumax engineering private limited	HYDS03753B
2701	sumax engineering private limited	27AAECS5500N1Z6	sumax engineering private limited	HYDS03753B
2702	sumax engineering private limited	33AAECS5500N1ZD	sumax engineering private limited	HYDS03753B
2703	sun agro industries	09ADTFS2958M1ZZ	sun agro industries	MRTS16771G
2704	sunbeam lightweighting solutions private limited	06AAFCN8583K1ZV	sunbeam lightweighting solutions private limited	JPRS20051D
2705	suncare formulations private limited	05AAICS9967M1ZF	suncare formulations private limited	MRTS03773A
2706	sunchirin autoparts india p ltd	29AAICS8959D1ZQ	sunchirin autoparts india pvt ltd	DELS28162B
2707	sunchirin autoparts india pvt ltd	33AAICS8959D1Z1	sunchirin autoparts india pvt ltd	DELS28162B
2708	sundaram fasteners limited	33AAACS8779D1Z7	sundram fasteners limited	CHES02226A
2709	sundaram industries private limited	33AABCS5320H3ZP	sundaram industries private limited	CHET21153G
2710	sundram fasteners limited	33AAACS8779D1Z7	sundram fasteners limited	MRTS05001D
2711	sundram fasteners limited	34AAACS8779D1Z5	sundram fasteners limited	MRTS05001D
2712	sunflame enterprises pvt ltd	06AABCS7177C1ZF	sunflame enterprises pvt ltd	DELS21281B
2713	sun home care products	27AAZFS9491C1ZC	sun home care products	MUMS44420F
2714	sunlife sciences	05ABCFS5086K1ZV	sunlife sciences	DELS29118F
2715	sun n shade sunvisors pvt ltd	06AACCS6683C1ZD	sun n shade sunvisors pvt ltd	RTKS05360F
2716	sun pharma distributors limited	23ABBCS7694H1Z1	sun pharma distributors limited	MUMS98982C
2717	sunrise packaging	09AAMFS7306R1ZA	sunrise packaging	MRTS09376D
2718	sunsavi inc	29ADUFS3433J1ZE	sunsavi inc	BLRS69061G
2719	sun shine india inc	09ABCFS9763R1Z1	sunshine india inc	KNPS02730A
2720	sunshine india inc	09ABCFS9763R1Z1	sunshine india inc	KNPS02730A
2721	sunshine industries	24AAAFV1892R1ZK	sunshine industries	DELS88636C
2722	suntec enterprises	06ABSFS0679J1ZI	suntec enterprises	DELS40961E
2723	sunwaysindia private limited	24AAACS6228D1ZQ	sunways india private limited	MUMS35996C
2724	super auto indialtd	06AAACS4903R1Z1	super auto india ltd	DELS21287A
2725	super auto india ltd	27AAACS4903R1ZX	super auto india ltd	DELS21287A
2726	super castors india	06AAQFS0183C1ZA	super casters india	DELS17961G
2727	superchem nutri formulations	02ABZFS7939Q1ZW	superchem nutri formulations	PTLS19157F
2728	supergrip friction products	06AACFS4936K1ZY	supergrip friction products	DELS26494G
2729	super infrastructure	07ABSFS3054M1ZJ	super infrastructure	DELS42454G
2730	super screws pvt ltd	06AAACS4782Q1ZQ	super screws pvt ltd	DELS20472E
2731	super seals india ltd	06AAACS5116L1ZE	super seals india ltd	RTKS06406B
2732	superseeds marketing llp	06AEJFS3147P1ZG	superseeds marketing llp	DELS90431F
2733	superteck industries	33AAPFS6287G1ZP	superteck industries	CMBS03840E
2734	supra technology	24AAGFT0280P1ZW	supra technology	RKTT00968C
2735	supremex equiipments	27AACFS4291B1ZD	supremex equipments	MUMS43280G
2736	supremex equipments	27AACFS4291B1ZD	supremex equipments	MUMS43280G
2737	surabhi marketers	33ACDFS6950L1ZS	surabhi marketers	MRIS07678G
2738	suraksha pharma pvt ltd	05AAECS9774Q1ZE	suraksha pharma pvt ltd	HYDS17454D
2739	sureka pharma	23AANFS1521R1ZU	sureka pharma	BPLS02634C
2740	surendra elastomers pvt ltd	06AAFCS3922F2ZJ	surendra elastomers pvt ltd	MUMS31567E
2741	surendra elastomers pvt ltd	27AAFCS3922F1ZG	surendra elastomers pvt ltd	MUMS31567E
2742	surge biotech pvt ltd	24AAHCS4579A1ZF	surge biotech pvtltd	AHMS07423D
2743	surge biotech pvt ltd	24AAHCS4579A1ZF	surge biotech pvtltd	AHMS07423D
2744	surin automative private limited	23AACCK8026D2ZX	surin automotive private limited	BLRS26929A
2745	surin automotive private limited	33AACCK8026D1ZX	surin automotive private limited	BLRS26929A
2746	suriya machines	33AAMFS3981L1ZM	suriya machines	CMBS06643A
2747	surya design display private limited	06AADCV8226F1ZC	surya design display private limited	DELV12767G
2748	surya enterprises	06AAYFS1595A1ZW	surya enterprises	RTKS07397F
2749	surya enterprises	36AFCPP4388M1ZT	surya enterprises	RTKS07397F
2750	surya foods agro ltd	09AAACS3026P1Z3	surya food agro ltd	DELS09444B
2751	surya herbal limited	09AAECS2370N1ZY	surya herbal limited	DELS13665B
2752	surya products limited	07AABCS2545L1Z8	surya products limited	DELS22796E
2753	surya roashni ltd	06AAACS3558C2ZM	surya roshni ltd	MRTS01773C
2754	surya roshni limited	09AAACS3558C2ZG	surya roshni limited	VPNS11715E
2755	surya roshni ltd	03AAACS3558C1ZT	surya roshni ltd	MRTS01773C
2756	surya roshni ltd	05AAACS3558C1ZP	surya roshni ltd	MRTS01773C
2757	surya roshni ltd	06AAACS3558C2ZM	surya roshni ltd	MRTS01773C
2758	surya roshni ltd	07AAACS3558C1ZL	surya roshni ltd	MRTS01773C
2759	surya roshni ltd	08AAACS3558C1ZJ	surya roshni ltd	MRTS01773C
2760	surya roshni ltd	09AAACS3558C2ZG	surya roshni ltd	MRTS01773C
2761	surya roshni ltd	10AAACS3558C1ZY	surya roshni ltd	MRTS01773C
2762	surya roshni ltd	18AAACS3558C1ZI	surya roshni ltd	MRTS01773C
2763	surya roshni ltd	19AAACS3558C1ZG	surya roshni ltd	MRTS01773C
2764	surya roshni ltd	20AAACS3558C1ZX	surya roshni ltd	MRTS01773C
2765	surya roshni ltd	21AAACS3558C1ZV	surya roshni ltd	MRTS01773C
2766	surya roshni ltd	22AAACS3558C1ZT	surya roshni ltd	MRTS01773C
2767	surya roshni ltd	23AAACS3558C1ZR	surya roshni ltd	MRTS01773C
2768	surya roshni ltd	23AAACS3558C3ZP	surya roshni ltd	MRTS01773C
2769	surya roshni ltd	24AAACS3558C1ZP	surya roshni ltd	MRTS01773C
2770	surya roshni ltd	27AAACS3558C1ZJ	surya roshni ltd	MRTS01773C
2771	surya roshni ltd	29AAACS3558C1ZF	surya roshni ltd	MRTS01773C
2772	surya roshni ltd	32AAACS3558C1ZS	surya roshni ltd	MRTS01773C
2773	surya roshni ltd	33AAACS3558C1ZQ	surya roshni ltd	MRTS01773C
2774	surya roshni ltd	36AAACS3558C1ZK	surya roshni ltd	MRTS01773C
2775	surya roshni ltd	37AAACS3558C1ZI	surya roshni ltd	MRTS01773C
2776	surya roshni ltd	37AAACS3558C2ZH	surya roshni ltd	MRTS01773C
2777	sv packaging inc	01ACAFS4696N1ZR	sv packaging inc	DELS46775B
2778	svs buildwel private limited	07AALCS7473H1ZU	svs buildwel private limited	DELS37664E
2779	svs novotec private limited	24ABDCS8553P1ZO	svs novotec private limited	HYDS60345F
2780	svs novotec private limited	36ABDCS8553P1ZJ	svs novotec private limited	HYDS60345F
2781	swadeshi sales	09ADBFS0222L1Z6	swadeshi sales	KNPS05016E
2782	swapnil switeches pvt ltd	09AAACS4730N1Z2	swapnil switches pvt ltd	DELS10498F
2783	swastik industrial works	27ABSFS0462R1Z9	swastik industrial works	MUMS31751G
2784	swastik mirch store	36AAOFS0259F1Z2	swastik mirch store	HYDS01013F
2785	swastimed industries	33ADTFS3793E1ZM	swastimed industries	CHES57186D
2786	swati home appliances	09ACIFS2979N1Z5	swati home appliances	DELS81290G
2787	swati industries	03AADFS5870M1ZW	swati industries	JLDS03221B
2788	swg industries limited	05AAICS0162N1Z8	swg industries limited	HYDD01707G
2789	swiss garnier biotech private limited	02ABACS5319Q1Z5	swiss garnier biotech private limited	CHES52812E
2790	swiss garnier life sciences	02ABDFS0457R2ZW	swiss garnier life science	PTLS15939A
2791	swiss garnier life sciences	02ABRFS9133N2ZJ	swiss garnier life science	PTLS15939A
2792	symrise private limited	33AAACD2686A1Z6	symrise private limited	CHED00571E
2793	synergia sciences private limited	24AAPCS1882C1ZB	synergia sciences private limited	MUMS73718B
2794	synergies castings limited	37AAICS7410H1Z9	synergies castings limited	VPNS04027C
2795	synergy industriz	07ACDFS3888B1Z1	synergy industriez	DELS48557F
2796	synergy thrislington	02ACHFS5278F1Z3	snergy thrislington	PTLS20724E
2797	synmedic laboratories	08ACLFS0019A1ZK	synmedic laboratories	DELS52113F
2798	synokem pharmaceuticals ltd	05AAACS1164N1ZC	synokem pharmaceuticals ltd	DELS20482A
2799	syskem pharmocrats	02ABJFS8178D1Z2	system pharmocrats	PTLS16989A
2800	systacare remedies	03AAXFS2994J1ZF	systacare remedies	AMRS12498D
2801	systacare remedies	03ABKFS9913R1ZD	systacare remedies	AMRS12498D
2802	tafa agri industries	05AAGFT9034K1ZW	tafa agri industries	MRTT01106A
2803	tagoor laboratories private limited	37AACCV9421B1ZH	tagoor laboratories private limited	HYDT08214D
2804	taikisha engineering india private limited	09AABAU1076C1ZP	taikisha engineering india private limited	DELT01889G
2805	talco marketing	27AACFT6514G1Z8	talco marketing	MUMT07522E
2806	tanishka pharmaceuticals pvt ltd	02AACCT4269K1Z9	tanishka pharmaceuticals pvt ltd	PTLT11890E
2807	tanya enterprises	06AAFFT9219H1ZZ	tanya enterprises	MRTT00002C
2808	tanya enterprises	09AABFT8900F1Z7	tanya enterprises	MRTT00002C
2809	tarun pharmaceutical	27AALFT0645F1Z5	tarun pharmaceuticals	NSKT04248G
2810	tarun pharmaceuticals	27AALFT0645F1Z5	tarun pharmaceuticals	NSKT04248G
2811	tarun pharmacueticals	27AALFT0645F1Z5	tarun pharmaceuticals	NSKT04248G
2812	tastel fine food pvt ltd	27AACCT4100H1ZQ	tastel fine food pvt ltd	MUMT14323B
2813	tata autocomp hendrickson suspensions private limited	27AACCT4769Q1ZG	tata autocomp hendrickson suspensions private limited	PNET05955F
2814	tata autocomp systems ltd	05AAACT1848E1ZN	tata autocomp systems ltd	PNET01114B
2815	tata autocomp systems ltd	20AAACT1848E1ZV	tata autocomp systems ltd	PNET01114B
2816	tata autocomp systems ltd	24AAACT1848E1ZN	tata autocomp systems ltd	PNET01114B
2817	tata autocomp systems ltd	27AAACT1848E1ZH	tata autocomp systems ltd	PNET01114B
2818	tata autocom systems ltd	27AAACT1848E1ZH	tata autocomp systems ltd	PNET01114B
2819	tata consultancy services limited	33AAACR4849R4ZP	tata consultancy services limited	MUMT11446B
2820	tata motors limited	27AAACT2727Q1ZW	tata motors limited	MUMT00054F
2821	tata motors limited	36AAACT2727Q1ZX	tata motors limited	MUMT00054F
2822	tatanagar metal industry	29AADFT0806A1ZO	tatanagar metal industry	BLRT02333C
2823	tata precision industries india ltd	23AABCT1854H1ZK	tata precision industries india p ltd	BPLT00318D
2824	tata steel limited	07AAACT2803M1ZD	tata steel limited	CALT02868F
2825	tattva enterprises llp	24AAMFT2177K1ZS	tattva enterprises llp	MUMT21395D
2826	tawakkal wood product pvt ltd	27AAACT5193N1ZS	tawakkal wood products pvt ltd	MUMT11719B
2827	t c health care pvt ltd	09AAACT3701G1ZN	t c health care pvt ltd	DELT02703B
2828	td power systems limited	29AABCT0360J1ZC	td power systems limited	BLRT01321F
2829	tech auto pvt ltd	03AABCT3935F1ZO	tech auto pvt ltd	DELT04688F
2830	tech force composite pvt ltd	30AAACT6376M1Z4	tech force composit pvt ltd	BPLT00769G
2831	techmaster distribution llp	07AAQFT2153F1Z3	techmaster distribution llp	DELT18221A
2832	technical assiocates ltd	09AABCT7365F1Z4	technical associates ltd	LKNT02662C
2833	technical associates ltd	05AABCT7365F1ZC	technical associates ltd	LKNT02662C
2834	technico industries limited	33AAACT4445P1Z2	technico industries limited	DELT04473A
2835	technip india limited	05AAACK3349R1Z5	technip india limited	DELT05713B
2836	technip italy spa	37AABCT2189H1Z5	technip italy spa	DELT15400A
2837	technocraft industries 1 ltd	27AAACT2724P1Z1	technocraft industries i ltd	MUMT09029G
2838	technofast industries	06AAPFT1632E1ZA	technofast industries	RTKT06085C
2839	techno klg llp	02AAMFT0060D1ZR	techno klg llp	PTLT14004E
2840	techno medical services p ltd	03AABCT9201C1ZZ	techno medical services pvt ltd	PTLT10899A
2841	techno medical services p ltd	03AABCT9201C2ZY	techno medical services pvt ltd	PTLT10899A
2842	techno packs	02AAEFT4765D1ZF	techno packs	PTLT11901B
2843	techno rings	29AAAFT6215C1ZG	techno rings	BLRT03090D
2844	techno shine surface engineers	06AAGFT2243J1Z7	techno shine surface engineers	RTKT02988G
2845	technovision	27AAJFT2436N1ZP	technovision	PNET09677D
2846	techwin solutions private limited	07AAFCT1535P1ZZ	techwin solutions private limited	DELT13452F
2847	tecumseh products india private limited	06AABCT6893J1ZU	tecumseh products india private limited	HYDT00954C
2848	teknodome trading private limited	09AADCT4629C1ZF	teknodome trading private limited	DELT09141G
2849	tekno valves	19AABFT5828J1ZS	tekno valves	CALT02524E
2850	tempo instruments private limited	27AAMCS6280R1ZB	tempo instruments private limited	MUMS69176C
2851	tempsens instruments india pvt ltd	08AAACT5482C1ZF	tempsens instruments india pvt ltd	JDHT00719F
2852	terra elastomers llp	09AAMFT4300Q1ZN	terra elastomers llp	DELT14218B
2853	tesla power usa inc	06AAQFT5211J1ZZ	tesla power usa inc	RTKT07061F
2854	teximco foils private limited	11AAFCT5512L1ZH	teximco foils private limited	CALT08195F
2855	texmo precision castings	33AABFT1900D1ZY	texmo precision castings	CMBT04275F
2856	texport syndicate india limited	33AACCT2980M1Z2	texport syndicate india limited	MUMT12555E
2857	texport syndicate india limited	29AACCT2980M1ZR	texport syndicate india limited	MUMT12555E
2858	texspin bearings ltd	24AAACT5735G1ZH	texspin bearings ltd	AHMT00116E
2859	tgv sraac limited	37AACCS8581M1ZM	tgv sraac limited	HYDS07236F
2860	the energy and resources institute	05AAATT2841E1ZT	the energy and resources institute	DELT05035C
2861	the energy and resources institute	06AAATT2841E1ZR	the energy and resources institute	DELT05035C
2862	the indian card clothing co ltd	27AAACT6211F1ZO	the india card clothing co ltd	PNET03828G
2863	the indian card clothing coltd	02AAACT6211F1Z0	the india card clothing co ltd	PNET03828G
2864	the master packaging	27AAJFT0414C1ZM	the master packaging	NSKT04505E
2865	theon pharmaceuticals ltd	02AACCT2692J1ZC	theon pharmaceuticals ltd	PTLT11788A
2866	the ramco cement limited	33AABCM8375L2Z2	the ramco cements limited	HYDM01765B
2867	therapia sanjeevani llp	24AAPFT9768B1ZP	therapia sanjeevani llp	AHMT06639D
2868	thermosystems pvt ltd	09AACCT2569E1Z9	thermosystems pvt ltd	HYDT02233A
2869	thermosystems pvt ltd	10AACCT2569E2ZP	thermosystems pvt ltd	HYDT02233A
2870	thermosystems pvt ltd	20AACCT2569E2ZO	thermosystems pvt ltd	HYDT02233A
2871	thermosystems pvt ltd	23AACCT2569E1ZJ	thermosystems pvt ltd	HYDT02233A
2872	thermosystems pvt ltd	24AACCT2569E1ZH	thermosystems pvt ltd	HYDT02233A
2873	thermosystems pvt ltd	27AACCT2569E1ZB	thermosystems pvt ltd	HYDT02233A
2874	thermosystems pvt ltd	29AACCT2569E1Z7	thermosystems pvt ltd	HYDT02233A
2875	thermosystems pvt ltd	33AACCT2569E1ZI	thermosystems pvt ltd	HYDT02233A
2876	thermosystems pvt ltd	36AACCT2569E1ZC	thermosystems pvt ltd	HYDT02233A
2877	thermosystems pvt ltd	37AACCT2569E1ZA	thermosystems pvt ltd	HYDT02233A
2878	the standard book company	29AAAFT3976A1Z6	the standard book company	BLRT00401C
2879	the superme industries limited	27AAACT1344F1ZO	the supreme industries limited	MUMT01228D
2880	the superme industries limited	33AAACT1344F1ZV	the supreme industries limited	MUMT01228D
2881	the wesman engg co pvt ltd	19AABCT0809Q1ZX	the wesman engg co pvt ltd	CALT02902E
2882	the west india power equipment pvt ltd	27AAACT8935C1ZB	the west india power equipement pvt ltd	LKNT05051E
2883	the west india power equipments pvt ltd	09AAACT8935C1Z9	the west india power equipement pvt ltd	LKNT05051E
2884	the west india power equipments pvt ltd	33AAACT8935C1ZI	the west india power equipement pvt ltd	LKNT05051E
2885	thirthankar gases	09AARFT1790K1ZE	thirthankar gases	MRTT03671D
2886	thirumalai chemicals ltd	33AAACT2015M1ZM	thirumalai chiemicals ltd	CHET03758G
2887	tibrewala electronics limited	36AAACT5268J1Z1	tibrewala electronics limited	HYDT00247C
2888	tightwell fastners	06AAAFT4735D1ZH	tightwell fastners	RTKT01075E
2889	timken india limited	24AABCT0596J2Z7	timken india limited	RCHT00112A
2890	tirupati food industries pvt ltd	06AADCT3503F1ZS	tirupati food industries pvt ltd	DELT08825F
2891	tirupati veneers pvt ltd	37AAACT6356R1ZK	tirupati veneers pvt ltd	VPNT00137E
2892	titus health tech	24AAMFT1201C1ZU	titus health tech	AHMT06314A
2893	titus health tech private limited	24AAICT8081D1ZA	titus health tech private limited	AHMT07538G
2894	tkw fasteners pvt ltd	06AAACT9412A1ZT	tkw fastners pvt ltd	RTKT01250E
2895	tm automotive seating systems private limited	20AAFCT3313F1Z0	tm automotive seating systems private limited	PNET10316F
2896	tokai rubber auto parts india pvt ltd	08AACCT9033B1ZK	tokai rubber autoparts india pvt ltd	JPRT02310A
2897	tokai rubber auto parts india pvt ltd	29AACCT9033B1ZG	tokai rubber autoparts india pvt ltd	JPRT02310A
2898	topasil appliances private limited	26AAHCT3297N1ZM	topsail appliances private limited	MUMT23648C
2899	topsel marketing private limited	18AAACT8593J1ZP	topsel marketing private limited	CALT06019G
2900	toran prelam boards	36ABEFM8145P1ZM	toran prelam boards	HYDT10145C
2901	torr automation systems private limited	06AAGCT9307G1Z9	torrautomation systems private limited	RTKT05509A
2902	torrautomation systems private limited	06AAGCT9307G1Z9	torrautomation systems private limited	RTKT05509A
2903	tough team icon projects private limited	33AAHCT0127H1ZP	tough team icon projects private limited	VPNT01987G
2904	toyota engineering works	27AACFT2367F1Z7	toyota engineering works	PNET04604F
2905	trac auto transmission	06AAHFT5283H1ZX	trac auto transmission	RTKT03681G
2906	tractors and farm equipment limited	33AAACT2761Q1Z1	tractors and farm equipment limited	CHET00112A
2907	tradeliners auto private limited	32AAFCT2838P1ZY	trade liners auto private limited	CHNT04112D
2908	trak services pvt ltd	09AAACT0911A1Z1	trak services pvt ltd	DELT04625F
2909	transchem corporation	27AAAFT1279J1ZZ	transchem corporation	MUMT08551E
2910	transguard electrical systems	36AAGFT5044B1ZG	transguard electrical systems	HYDT04473A
2911	trendz international	05AANFT6736H1ZT	trendz international	MRTT03336E
2912	trendz international	27BLZPS2081Q1ZU	trendz international	MRTT03336E
2913	trendz utensils private limited	07AADCT4030B1ZY	trendz utensils private limited	DELT12274D
2914	tricolite electrical industries limited	06AAACT0401H1Z0	tricolite electrical industries limited	DELT00751C
2915	tricon enterprises pvt ltd	27AAACP4657M1ZZ	tricon enterprises pvtltd	MUMT05187A
2916	tricon polyfabs private limited	19AAFCT0944E1ZE	tricon polyfabs private limited	CALT07383F
2917	trident limited	23AABCA4139J1ZY	trident limited	JLDA00951G
2918	trinity cleantech private limited	36AAECT3792K1ZU	trinity cleantech private limited	HYDT05255F
2919	tripcon engineering pvt ltd	24AAACT7273P1ZT	tripcon engineering pvt ltd	BRDT00929F
2920	triphase technologies private limited	03AAACT7283R1ZR	triphase technologies private limited	BLRT01029A
2921	triples components private limited	29AABCT9964E1ZV	triples components private limited	BLRT02488D
2922	tritonvalves future tech private limited	29AAHCT7322A1ZH	tritonvalves future tech private limited	BLRT16786A
2923	triveni enterprises	10AAPFT6085M1ZN	triveni enterprises	PTNT01398F
2924	triveni enterprises	10AFDPK5107L1ZU	triveni enterprises	PTNT01398F
2925	true cartons	34AAAFT6404F1ZK	true cartons	CHET03065G
2926	true north technologies private limited	09AAICT1723E1ZH	true north technologies private limited	DELT18506F
2927	t t limited	09AAACT0767A1ZN	t t limited	DELT05689F
2928	t t limited	24AAACT0767A2ZU	t t limited	DELT05689F
2929	t t limited	33AAACT0767A1ZW	t t limited	DELT05689F
2930	tubex india	09AAHFT6548F1ZT	tubex india	MRTT01442A
2931	tuff seals pvt ltd	20AAACT6023H1ZW	tuff seals pvt ltd	RCHT00125G
2932	tuflite polymers ltd	27AACCS0373F1ZK	tuflite polymers ltd	CHET11886A
2933	tuflite polymers ltd	33AACCS0373F1ZR	tuflite polymers ltd	CHET11886A
2934	tulip compression private limited	07AAGCT1437K2Z6	tulip compression private limited	DELT13869C
2935	tulip elastics india llp	09AAMFT2544A1ZA	tulip elastics india llp	DELT14031D
2936	tulsi speciality foods	18AAHFT2866N1ZG	tulsi speciality foods	SHLT01399G
2937	turning point	08AAAFT5570G1Z4	turning point	JPRT00269D
2938	turn well engineers pvt ltd	27AAACT6334M1Z1	turnwell engineers pvt ltd	PNET00133A
2939	turnwell engineers pvt ltd	27AAACT6334M1Z1	turnwell engineers pvt ltd	PNET00133A
2940	tushar engineers	03AAAFT8035G1ZG	tushar engineers	JLDT00507D
2941	tvs srichakra limitd	06AAACT5557G1ZB	tvs srichakra limited	MRIS00086C
2942	tvs srichakra limted	33AAACT5557G1ZE	tvs srichakra limited	MRIS00086C
2943	tvs upasana limited	33AAACA5460F1Z5	tvs upasana limited	CHEA01263D
2944	ucal fuel sstems ltd	06AAACU0541K1ZJ	ucal fuel systems ltd	RTKU00306F
2945	ucal fuel systems limited	06AAACU0541K1ZJ	ucal fuel systems limited	CHEU00147A
2946	ucal fuel systems ltd	33AAACU0541K1ZM	ucal fuel systems ltd	RTKU00306F
2947	uflex limited	01AAACF0109J1ZE	uflex limited	MRTF00050B
2948	uflex limited	24AAACF0109J1Z6	uflex limited	MRTF00050B
2949	ujin pharmachem	27AABFU7706Q1ZJ	ujin pharmachem	MUMU04851A
2950	ultima switchgeara limited	09AAACU1741K1Z9	ultima switchgears limited	DELU02197G
2951	ultimate flexipack limited	05AAACU6565D1ZG	ultimate flexipack limited	DELU02119F
2952	ultra foil	07AADFU7562Q1ZD	ultra foil	DELU05100E
2953	ultra tech suspension pvt ltd	27AAACU7370A1ZJ	ultra tech suspensions pvt ltd	MRTU00994A
2954	ultra tech suspensions pvt ltd	27AAACU7370A1ZJ	ultra tech suspensions pvt ltd	MRTU00994A
2955	ultratech suspensions pvt ltd	05AAACU7370A1ZP	ultra tech suspensions pvt ltd	MRTU00994A
2956	uma ayurvedics pvt ltd	09AAACU5214F1ZK	uma ayurvedics pvt ltd	AGRU10163G
2957	uma converter limited	24AAACU4076B1ZQ	uma converter limited	AHMU02733D
2958	u m s engineering pvt ltd	27AAACU2680D2ZH	u m s engineering pvt ltd	MUMU05514F
2959	unicare fire safety india pvt ltd	09AAACU1464F1ZG	unicare fire safety india pvt ltd	DELU03108A
2960	unicel corporation	06AACFU5749A2ZB	unicel corporation	RTKU00864D
2961	unicorn valves	24AABFU7840F1Z9	unicorn valves	RKTU00310C
2962	unicorp utilities strainers private limited	24AABCU5713C1ZT	unicorp utilities strainers private limited	MUMU06891D
2963	unicure india limited	09AAACU0405C1ZZ	unicure india limited	MRTU00844E
2964	unidyes chemicals pvt ltd	07AAACU4677J1ZY	unidyes chemicals pvt ltd	DELU02299D
2965	uni klinger ltd	27AAACU0771B1ZQ	uni klinger ltd	MUMU03784E
2966	unique auto products private limited	07AACCU6245N1ZW	unique auto products private limited	DELU07553A
2967	unique biotech limited	36AAACU4379H1Z3	unique biotech limited	HYDU00426G
2968	unique enterprises	03AGBPP4620J2ZN	unique enterprises	RCHU00819A
2969	unique enterprises	07AABFU0999H1ZV	unique enterprises	RCHU00819A
2970	unique enterprises	09AKYPA0359E1Z2	unique enterprises	RCHU00819A
2971	unique enterprises	09CHDPA7063B1ZR	unique enterprises	RCHU00819A
2972	unique enterprises	20AABFU9673J1ZX	unique enterprises	RCHU00819A
2973	unique enterprises	20BEMPP1246J1ZK	unique enterprises	RCHU00819A
2974	unique enterprises	24AAAFU9126B1ZJ	unique enterprises	RCHU00819A
2975	unique enterprises	24ACWPF4284H1ZA	unique enterprises	RCHU00819A
2976	unique enterprises	27ABDPW3025D1ZV	unique enterprises	RCHU00819A
2977	unique enterprises	29AAAFU2340R1ZQ	unique enterprises	RCHU00819A
2978	unique frangrances	07AAAFU1982B1ZF	unique fragrances	DELU01394B
2979	unique internaitonal	09AADFU0251E1ZI	unique international	AGRU10608D
2980	unique mobile solutions	07AAEFU8977E2ZN	unique mobile solution	DELU07937G
2981	unique shell mould india pvt ltd	33AAACU5173B1ZR	unique shell mould india p ltd	CMBU03042E
2982	unique spare automobiles	06AAEFU5895M1ZE	unique spares automobiles	DELU05564G
2983	uniq world wide	07AAGFU7522H1Z1	uniq world wide	DELU08110E
2984	uni tech automation pvt ltd	27AAACU8154A1ZJ	uni tech automation pvt ltd	PNEU05972B
2985	uni tech automation pvtltd	27AAACU8154A1ZJ	uni tech automation pvt ltd	PNEU05972B
2986	unitech automation pvt ltd	27AAACU8154A1ZJ	uni tech automation pvt ltd	PNEU05972B
2987	united brass industries	24AACFU2166R1ZQ	united brass industries	RKTU00290D
2988	united breweries lid	33AAACU6053C1ZS	united breweries ltd	JLDU00179E
2989	united breweries limited	06AAACU6053C1ZP	united breweries limited	NSKU00908F
2990	united breweries limited	10AAACU6053C1Z0	united breweries limited	NSKU00908F
2991	united breweries limited	21AAACU6053C1ZX	united breweries limited	NSKU00908F
2992	united breweries ltd	03AAACU6053C1ZV	united breweries ltd	JLDU00179E
2993	united breweries ltd	06AAACU6053C1ZP	united breweries ltd	JLDU00179E
2994	united breweries ltd	10AAACU6053C1Z0	united breweries ltd	JLDU00179E
2995	united breweries ltd	21AAACU6053C1ZX	united breweries ltd	JLDU00179E
